blank,pnum,age,gender,fam_income,study,trial,food_gen,bites,grams
x,322,5.29,M,9,4_healthy_neu,1,less_healthy,1,3.2
x,325,6.06,M,7,4_healthy_neu,1,less_healthy,5,17.9
x,343,5.02,F,8,4_healthy_neu,1,less_healthy,0,0
x,345,5.12,F,1,4_healthy_neu,1,less_healthy,9,0
x,368,6.34,M,8,4_healthy_neu,1,less_healthy,0,0.8
x,370,6.19,M,1,4_healthy_neu,1,less_healthy,1,0.2
x,371,6.41,F,5,4_healthy_neu,1,less_healthy,1,4.1
x,375,6.33,F,6,4_healthy_neu,1,less_healthy,1,0.5
x,391,7,F,5,4_healthy_neu,1,less_healthy,1,6.3
x,392,6.26,M,4,4_healthy_neu,1,less_healthy,1,0.4
x,395,5.29,F,8,4_healthy_neu,1,less_healthy,1,0.7
x,396,6.16,F,3,4_healthy_neu,1,less_healthy,3,7.3
x,400,5.96,M,3,4_healthy_neu,1,less_healthy,2,6.8
x,401,5.61,F,8,4_healthy_neu,1,less_healthy,5,7.1
x,402,6.79,F,8,4_healthy_neu,1,less_healthy,1,1.2
x,417,5.46,M,9,4_healthy_neu,1,less_healthy,5,14.3
x,420,6.83,F,8,4_healthy_neu,1,less_healthy,2,4.8
x,433,5.9,F,8,4_healthy_neu,1,less_healthy,4,1.4
x,533,5.95,F,7,4_healthy_neu,1,less_healthy,0,0
x,534,5.3,M,8,4_healthy_neu,1,less_healthy,0,0.1
x,536,5.42,M,9,4_healthy_neu,1,less_healthy,9,40.2
x,548,6.64,M,6,4_healthy_neu,1,less_healthy,7,17.9
x,549,6.64,M,6,4_healthy_neu,1,less_healthy,0,0.1
x,551,6.07,M,8,4_healthy_neu,1,less_healthy,2,10.1
x,302,5.79,M,7,4_healthy_neu,2,healthier,0,0.4
x,303,5.79,M,7,4_healthy_neu,2,healthier,1,3.8
x,308,5.82,F,,4_healthy_neu,2,healthier,5,11.5
x,309,6.68,F,2,4_healthy_neu,2,healthier,1,3.2
x,310,5.08,F,2,4_healthy_neu,2,healthier,1,7.3
x,313,5.29,M,7,4_healthy_neu,2,healthier,5,15.3
x,314,6.17,F,6,4_healthy_neu,2,healthier,1,2.1
x,316,6.76,M,9,4_healthy_neu,2,healthier,9,30.4
x,322,5.29,M,9,4_healthy_neu,2,healthier,3,5.2
x,325,6.06,M,7,4_healthy_neu,2,healthier,7,28.9
x,343,5.02,F,8,4_healthy_neu,2,healthier,0,0
x,345,5.12,F,1,4_healthy_neu,2,healthier,1,2.5
x,368,6.34,M,8,4_healthy_neu,2,healthier,0,0
x,370,6.19,M,1,4_healthy_neu,2,healthier,1,0.1
x,371,6.41,F,5,4_healthy_neu,2,healthier,1,6.8
x,375,6.33,F,6,4_healthy_neu,2,healthier,3,14.8
x,391,7,F,5,4_healthy_neu,2,healthier,1,4.8
x,392,6.26,M,4,4_healthy_neu,2,healthier,1,2.1
x,395,5.29,F,8,4_healthy_neu,2,healthier,1,2
x,396,6.16,F,3,4_healthy_neu,2,healthier,1,5
x,400,5.96,M,3,4_healthy_neu,2,healthier,3,20.9
x,401,5.61,F,8,4_healthy_neu,2,healthier,4,8.7
x,402,6.79,F,8,4_healthy_neu,2,healthier,5,7.2
x,417,5.46,M,9,4_healthy_neu,2,healthier,4,15.1
x,420,6.83,F,8,4_healthy_neu,2,healthier,6,18.2
x,433,5.9,F,8,4_healthy_neu,2,healthier,7,9.2
x,533,5.95,F,7,4_healthy_neu,2,healthier,0,0.2
x,534,5.3,M,8,4_healthy_neu,2,healthier,0,0.2
x,536,5.42,M,9,4_healthy_neu,2,healthier,5,43
x,548,6.64,M,6,4_healthy_neu,2,healthier,4,8.6
x,549,6.64,M,6,4_healthy_neu,2,healthier,0,0.1
x,551,6.07,M,8,4_healthy_neu,2,healthier,3,27.7
x,302,5.79,M,7,4_healthy_neu,2,less_healthy,0,0
x,303,5.79,M,7,4_healthy_neu,2,less_healthy,1,5.1
x,308,5.82,F,,4_healthy_neu,2,less_healthy,4,5.1
x,309,6.68,F,2,4_healthy_neu,2,less_healthy,1,2.5
x,310,5.08,F,2,4_healthy_neu,2,less_healthy,1,6.6
x,313,5.29,M,7,4_healthy_neu,2,less_healthy,1,0.9
x,314,6.17,F,6,4_healthy_neu,2,less_healthy,1,1.3
x,316,6.76,M,9,4_healthy_neu,2,less_healthy,0,-0.1
x,322,5.29,M,9,4_healthy_neu,2,less_healthy,3,5.9
x,325,6.06,M,7,4_healthy_neu,2,less_healthy,7,23.9
x,343,5.02,F,8,4_healthy_neu,2,less_healthy,0,0
x,345,5.12,F,1,4_healthy_neu,2,less_healthy,1,2.2
x,368,6.34,M,8,4_healthy_neu,2,less_healthy,0,0.2
x,370,6.19,M,1,4_healthy_neu,2,less_healthy,1,0.2
x,371,6.41,F,5,4_healthy_neu,2,less_healthy,10,39.6
x,375,6.33,F,6,4_healthy_neu,2,less_healthy,5,20.9
x,391,7,F,5,4_healthy_neu,2,less_healthy,6,23.7
x,392,6.26,M,4,4_healthy_neu,2,less_healthy,1,1.2
x,395,5.29,F,8,4_healthy_neu,2,less_healthy,1,1.8
x,396,6.16,F,3,4_healthy_neu,2,less_healthy,2,8.6
x,400,5.96,M,3,4_healthy_neu,2,less_healthy,4,12.9
x,401,5.61,F,8,4_healthy_neu,2,less_healthy,5,8.2
x,402,6.79,F,8,4_healthy_neu,2,less_healthy,1,1.5
x,417,5.46,M,9,4_healthy_neu,2,less_healthy,5,9.4
x,420,6.83,F,8,4_healthy_neu,2,less_healthy,2,9.1
x,433,5.9,F,8,4_healthy_neu,2,less_healthy,6,7.5
x,533,5.95,F,7,4_healthy_neu,2,less_healthy,0,0.1
x,534,5.3,M,8,4_healthy_neu,2,less_healthy,0,0.1
x,536,5.42,M,9,4_healthy_neu,2,less_healthy,8,49.4
x,548,6.64,M,6,4_healthy_neu,2,less_healthy,9,11.2
x,549,6.64,M,6,4_healthy_neu,2,less_healthy,0,0.1
x,551,6.07,M,8,4_healthy_neu,2,less_healthy,3,29
x,203,5.79,M,,5_both_neg,1,healthier,0,0
x,209,5.6,M,,5_both_neg,1,healthier,0,0.1
x,210,5.33,M,,5_both_neg,1,healthier,1,8.1
x,317,6.79,F,9,5_both_neg,1,healthier,0,0
x,319,5.86,F,9,5_both_neg,1,healthier,1,0.2
x,321,6.89,F,9,5_both_neg,1,healthier,1,0.9
x,323,5.01,F,1,5_both_neg,1,healthier,2,9.5
x,326,5.14,M,4,5_both_neg,1,healthier,1,5.5
x,327,6.64,F,4,5_both_neg,1,healthier,7,42.6
x,330,5.67,F,7,5_both_neg,1,healthier,3,4.8
x,331,5.67,F,7,5_both_neg,1,healthier,5,9.4
x,332,5.21,M,6,5_both_neg,1,healthier,0,0
x,334,5.08,M,3,5_both_neg,1,healthier,3,5.7
x,336,6.04,M,9,5_both_neg,1,healthier,9,34.8
x,337,5.47,F,8,5_both_neg,1,healthier,1,2.8
x,338,5.21,M,2,5_both_neg,1,healthier,2,21.2
x,339,6.43,M,8,5_both_neg,1,healthier,0,0
x,340,5.58,F,2,5_both_neg,1,healthier,0,0
x,341,6.16,F,9,5_both_neg,1,healthier,0,0
x,342,5.27,F,9,5_both_neg,1,healthier,1,0.8
x,346,6.2,M,9,5_both_neg,1,healthier,7,35.6
x,347,5.63,M,9,5_both_neg,1,healthier,0,0
x,349,5.86,M,5,5_both_neg,1,healthier,1,0.3
x,350,6.09,M,2,5_both_neg,1,healthier,3,2.8
x,351,6.02,M,2,5_both_neg,1,healthier,3,22.8
x,353,6.14,M,6,5_both_neg,1,healthier,0,0
x,356,6.12,F,,5_both_neg,1,healthier,5,30.5
x,360,7.07,F,6,5_both_neg,1,healthier,3,2.2
x,365,6.89,F,5,5_both_neg,1,healthier,0,0.1
x,366,6.33,M,1,5_both_neg,1,healthier,2,11.2
x,367,6.43,M,2,5_both_neg,1,healthier,1,0.9
x,369,6.33,F,8,5_both_neg,1,healthier,3,7.7
x,203,5.79,M,,5_both_neg,1,less_healthy,0,0.1
x,209,5.6,M,,5_both_neg,1,less_healthy,0,0.2
x,210,5.33,M,,5_both_neg,1,less_healthy,2,26.1
x,317,6.79,F,9,5_both_neg,1,less_healthy,0,0
x,319,5.86,F,9,5_both_neg,1,less_healthy,1,0.3
x,321,6.89,F,9,5_both_neg,1,less_healthy,1,0.3
x,323,5.01,F,1,5_both_neg,1,less_healthy,1,0.3
x,326,5.14,M,4,5_both_neg,1,less_healthy,1,8.5
x,327,6.64,F,4,5_both_neg,1,less_healthy,0,0
x,330,5.67,F,7,5_both_neg,1,less_healthy,2,3.4
x,331,5.67,F,7,5_both_neg,1,less_healthy,6,11.2
x,332,5.21,M,6,5_both_neg,1,less_healthy,0,0
x,334,5.08,M,3,5_both_neg,1,less_healthy,0,0
x,336,6.04,M,9,5_both_neg,1,less_healthy,10,34.1
x,337,5.47,F,8,5_both_neg,1,less_healthy,0,0
x,338,5.21,M,2,5_both_neg,1,less_healthy,1,21.2
x,339,6.43,M,8,5_both_neg,1,less_healthy,0,0
x,340,5.58,F,2,5_both_neg,1,less_healthy,0,0
x,341,6.16,F,9,5_both_neg,1,less_healthy,0,0
x,342,5.27,F,9,5_both_neg,1,less_healthy,1,1.1
x,346,6.2,M,9,5_both_neg,1,less_healthy,0,0
x,347,5.63,M,9,5_both_neg,1,less_healthy,0,0
x,349,5.86,M,5,5_both_neg,1,less_healthy,1,0.5
x,350,6.09,M,2,5_both_neg,1,less_healthy,1,0.6
x,351,6.02,M,2,5_both_neg,1,less_healthy,0,23.5
x,353,6.14,M,6,5_both_neg,1,less_healthy,0,0
x,356,6.12,F,,5_both_neg,1,less_healthy,0,0
x,360,7.07,F,6,5_both_neg,1,less_healthy,2,1.9
x,365,6.89,F,5,5_both_neg,1,less_healthy,1,0.3
x,366,6.33,M,1,5_both_neg,1,less_healthy,4,20.5
x,367,6.43,M,2,5_both_neg,1,less_healthy,0,-0.1
x,369,6.33,F,8,5_both_neg,1,less_healthy,2,10.1
x,203,5.79,M,,5_both_neg,2,healthier,0,0
x,209,5.6,M,,5_both_neg,2,healthier,0,0.1
x,210,5.33,M,,5_both_neg,2,healthier,4,36.5
x,317,6.79,F,9,5_both_neg,2,healthier,1,3.2
x,319,5.86,F,9,5_both_neg,2,healthier,1,0.2
x,321,6.89,F,9,5_both_neg,2,healthier,1,0.1
x,323,5.01,F,1,5_both_neg,2,healthier,3,11.8
x,326,5.14,M,4,5_both_neg,2,healthier,6,31.6
x,327,6.64,F,4,5_both_neg,2,healthier,9,51.5
x,330,5.67,F,7,5_both_neg,2,healthier,15,51.4
x,331,5.67,F,7,5_both_neg,2,healthier,0,47.3
x,332,5.21,M,6,5_both_neg,2,healthier,0,0
x,334,5.08,M,3,5_both_neg,2,healthier,2,6.2
x,336,6.04,M,9,5_both_neg,2,healthier,16,51.4
x,337,5.47,F,8,5_both_neg,2,healthier,1,5.4
x,338,5.21,M,2,5_both_neg,2,healthier,5,19.2
x,339,6.43,M,8,5_both_neg,2,healthier,0,0
x,340,5.58,F,2,5_both_neg,2,healthier,1,2.6
x,341,6.16,F,9,5_both_neg,2,healthier,2,26.1
x,342,5.27,F,9,5_both_neg,2,healthier,1,5.1
x,346,6.2,M,9,5_both_neg,2,healthier,8,48.1
x,347,5.63,M,9,5_both_neg,2,healthier,0,0
x,349,5.86,M,5,5_both_neg,2,healthier,1,1.4
x,350,6.09,M,2,5_both_neg,2,healthier,1,3.2
x,351,6.02,M,2,5_both_neg,2,healthier,7,36.2
x,353,6.14,M,6,5_both_neg,2,healthier,0,0
x,356,6.12,F,,5_both_neg,2,healthier,7,48.4
x,360,7.07,F,6,5_both_neg,2,healthier,0,3.1
x,365,6.89,F,5,5_both_neg,2,healthier,1,2
x,366,6.33,M,1,5_both_neg,2,healthier,7,28.2
x,367,6.43,M,2,5_both_neg,2,healthier,1,4.5
x,369,6.33,F,8,5_both_neg,2,healthier,2,9.4
x,203,5.79,M,,5_both_neg,2,less_healthy,0,0.1
x,209,5.6,M,,5_both_neg,2,less_healthy,0,0.2
x,210,5.33,M,,5_both_neg,2,less_healthy,1,19.7
x,317,6.79,F,9,5_both_neg,2,less_healthy,0,0
x,319,5.86,F,9,5_both_neg,2,less_healthy,1,0.4
x,321,6.89,F,9,5_both_neg,2,less_healthy,1,0.1
x,323,5.01,F,1,5_both_neg,2,less_healthy,4,30
x,326,5.14,M,4,5_both_neg,2,less_healthy,1,5.6
x,327,6.64,F,4,5_both_neg,2,less_healthy,0,0
x,330,5.67,F,7,5_both_neg,2,less_healthy,3,14.4
x,331,5.67,F,7,5_both_neg,2,less_healthy,9,43.9
x,332,5.21,M,6,5_both_neg,2,less_healthy,0,0
x,334,5.08,M,3,5_both_neg,2,less_healthy,1,5.2
x,336,6.04,M,9,5_both_neg,2,less_healthy,9,44.8
x,337,5.47,F,8,5_both_neg,2,less_healthy,1,6.7
x,338,5.21,M,2,5_both_neg,2,less_healthy,4,15.4
x,339,6.43,M,8,5_both_neg,2,less_healthy,0,0
x,340,5.58,F,2,5_both_neg,2,less_healthy,1,3.7
x,341,6.16,F,9,5_both_neg,2,less_healthy,1,5.7
x,342,5.27,F,9,5_both_neg,2,less_healthy,1,4.4
x,346,6.2,M,9,5_both_neg,2,less_healthy,0,0
x,347,5.63,M,9,5_both_neg,2,less_healthy,0,0
x,349,5.86,M,5,5_both_neg,2,less_healthy,1,1.5
x,350,6.09,M,2,5_both_neg,2,less_healthy,1,2.3
x,351,6.02,M,2,5_both_neg,2,less_healthy,4,19.4
x,353,6.14,M,6,5_both_neg,2,less_healthy,0,0
x,356,6.12,F,,5_both_neg,2,less_healthy,0,0
x,360,7.07,F,6,5_both_neg,2,less_healthy,3,5.3
x,365,6.89,F,5,5_both_neg,2,less_healthy,1,1.2
x,366,6.33,M,1,5_both_neg,2,less_healthy,1,5.9
x,367,6.43,M,2,5_both_neg,2,less_healthy,0,0.1
x,369,6.33,F,8,5_both_neg,2,less_healthy,2,9.3
x,553,8.16,F,9,6_MM_older,1,healthier,2,11.1
x,556,9.5,F,,6_MM_older,1,healthier,0,0
x,558,8.6,M,6,6_MM_older,1,healthier,1,0.1
x,560,8.83,F,6,6_MM_older,1,healthier,0,0
x,562,8.55,M,9,6_MM_older,1,healthier,7,13.1
x,564,8.34,F,5,6_MM_older,1,healthier,6,45.6
x,565,9.75,M,5,6_MM_older,1,healthier,9,42
x,566,8.3,M,7,6_MM_older,1,healthier,0,0
x,569,8.49,M,6,6_MM_older,1,healthier,2,10.9
x,573,9.21,M,8,6_MM_older,1,healthier,4,12.6
x,574,9.5,F,8,6_MM_older,1,healthier,7,36.3
x,579,8.56,M,8,6_MM_older,1,healthier,11,46.9
x,580,8.77,F,8,6_MM_older,1,healthier,1,0.8
x,583,8.57,M,7,6_MM_older,1,healthier,3,14.1
x,586,9.05,F,6,6_MM_older,1,healthier,9,47
x,588,9.41,F,9,6_MM_older,1,healthier,7,49.2
x,591,9.72,F,8,6_MM_older,1,healthier,1,0.4
x,593,8.34,M,6,6_MM_older,1,healthier,7,48
x,594,9.45,M,8,6_MM_older,1,healthier,18,47.4
x,595,8.38,F,8,6_MM_older,1,healthier,1,8.9
x,597,9.9,F,7,6_MM_older,1,healthier,10,49.4
x,601,8.59,M,5,6_MM_older,1,healthier,7,30.6
x,603,9.04,F,3,6_MM_older,1,healthier,22,50.3
x,606,9.85,M,9,6_MM_older,1,healthier,6,43.5
x,608,9.24,M,9,6_MM_older,1,healthier,2,5.6
x,612,8.39,F,8,6_MM_older,1,healthier,6,38.2
x,616,8.36,M,9,6_MM_older,1,healthier,3,9.4
x,622,9.53,F,6,6_MM_older,1,healthier,10,46.8
x,624,8.6,M,9,6_MM_older,1,healthier,3,6.2
x,625,8.05,F,5,6_MM_older,1,healthier,2,2.1
x,631,9.92,M,7,6_MM_older,1,healthier,1,0.6
x,632,9.88,F,,6_MM_older,1,healthier,9,49.5
x,633,9.57,F,8,6_MM_older,1,healthier,4,29
x,18,6.03,M,,6_MM_older,1,less_healthy,0,0.5
x,30,6.31,F,,6_MM_older,1,less_healthy,0,0.1
x,36,5.09,F,,6_MM_older,1,less_healthy,3,0.7
x,38,5.59,F,,6_MM_older,1,less_healthy,1,0.5
x,39,5.6,F,,6_MM_older,1,less_healthy,1,1.4
x,42,5.42,M,,6_MM_older,1,less_healthy,2,3.3
x,45,5.05,M,,6_MM_older,1,less_healthy,0,0.1
x,55,6.64,F,,6_MM_older,1,less_healthy,3,0.7
x,81,6.12,M,,6_MM_older,1,less_healthy,0,0.1
x,83,6.07,F,,6_MM_older,1,less_healthy,0,0
x,84,5.28,M,,6_MM_older,1,less_healthy,0,0.1
x,96,5.34,M,,6_MM_older,1,less_healthy,0,0.1
x,112,6.82,M,4,6_MM_older,1,less_healthy,0,0.2
x,118,6.41,M,4,6_MM_older,1,less_healthy,0,0.1
x,119,5.91,M,4,6_MM_older,1,less_healthy,0,0.1
x,121,6.87,F,4,6_MM_older,1,less_healthy,2,5.6
x,123,5.07,F,7,6_MM_older,1,less_healthy,0,0.1
x,125,5.27,F,8,6_MM_older,1,less_healthy,1,2.2
x,501,6.69,M,8,6_MM_older,1,less_healthy,2,0.8
x,506,5.32,M,7,6_MM_older,1,less_healthy,0,0.2
x,510,5.72,M,8,6_MM_older,1,less_healthy,1,4.2
x,512,5.11,F,9,6_MM_older,1,less_healthy,0,0.1
x,514,5.28,F,7,6_MM_older,1,less_healthy,3,15.1
x,517,6.63,M,9,6_MM_older,1,less_healthy,1,2.5
x,520,6.75,M,5,6_MM_older,1,less_healthy,1,1.5
x,522,5.88,F,8,6_MM_older,1,less_healthy,1,5
x,524,6.78,F,6,6_MM_older,1,less_healthy,1,1.7
x,525,5.95,F,6,6_MM_older,1,less_healthy,0,0.1
x,526,5.33,M,7,6_MM_older,1,less_healthy,0,0.1
x,535,6.7,F,9,6_MM_older,1,less_healthy,1,1.4
x,537,6.21,M,7,6_MM_older,1,less_healthy,0,0
x,544,6.51,F,9,6_MM_older,1,less_healthy,3,9.8
x,262,6.01,M,,6_MM_older,1,less_healthy,1,1.7
x,263,5.8,M,,6_MM_older,1,less_healthy,0,11.7
x,264,5.73,F,,6_MM_older,1,less_healthy,1,14.8
x,575,6.56,F,9,6_MM_older,1,less_healthy,1,1.5
x,576,6.22,M,8,6_MM_older,1,less_healthy,2,12.2
x,577,6.78,M,8,6_MM_older,1,less_healthy,3,0.4
x,578,6.5,M,8,6_MM_older,1,less_healthy,1,8.4
x,585,5.33,M,9,6_MM_older,1,less_healthy,2,0
x,587,5.25,M,6,6_MM_older,1,less_healthy,1,9.8
x,590,6.97,F,6,6_MM_older,1,less_healthy,5,2.3
x,592,6.62,M,8,6_MM_older,1,less_healthy,0,1
x,596,5.31,F,8,6_MM_older,1,less_healthy,1,32.1
x,598,6.27,M,7,6_MM_older,1,less_healthy,1,31.3
x,600,5.27,M,9,6_MM_older,1,less_healthy,1,6.3
x,602,6.19,M,5,6_MM_older,1,less_healthy,6,0
x,604,6.5,F,3,6_MM_older,1,less_healthy,4,44.9
x,607,6.72,M,8,6_MM_older,1,less_healthy,1,0
x,609,5.8,F,9,6_MM_older,1,less_healthy,0,6.1
x,610,6.37,F,8,6_MM_older,1,less_healthy,12,0.1
x,611,6.61,M,8,6_MM_older,1,less_healthy,0,15.8
x,613,5.95,M,8,6_MM_older,1,less_healthy,2,15.3
x,614,6.67,M,9,6_MM_older,1,less_healthy,0,15.6
x,615,6.16,M,9,6_MM_older,1,less_healthy,6,1.3
x,617,6.47,F,9,6_MM_older,1,less_healthy,5,0.3
x,619,6.44,F,6,6_MM_older,1,less_healthy,5,27.3
x,620,6.09,F,9,6_MM_older,1,less_healthy,1,0.1
x,623,6.5,F,9,6_MM_older,1,less_healthy,2,3.5
x,626,5.36,F,,6_MM_older,1,less_healthy,4,3
x,627,5.62,F,,6_MM_older,1,less_healthy,0,12.3
x,628,6.74,F,7,6_MM_older,1,less_healthy,1,3.3
x,629,6.55,F,8,6_MM_older,1,less_healthy,1,0.1
x,630,5.64,F,8,6_MM_older,1,less_healthy,5,3
x,553,8.16,F,9,6_MM_older,1,less_healthy,6,28.8
x,556,9.5,F,,6_MM_older,1,less_healthy,0,0
x,558,8.6,M,6,6_MM_older,1,less_healthy,1,0.3
x,560,8.83,F,6,6_MM_older,1,less_healthy,0,0
x,562,8.55,M,9,6_MM_older,1,less_healthy,6,14.4
x,564,8.34,F,5,6_MM_older,1,less_healthy,11,53.4
x,565,9.75,M,5,6_MM_older,1,less_healthy,1,6.5
x,566,8.3,M,7,6_MM_older,1,less_healthy,0,0
x,569,8.49,M,6,6_MM_older,1,less_healthy,2,13.2
x,573,9.21,M,8,6_MM_older,1,less_healthy,1,3.9
x,574,9.5,F,8,6_MM_older,1,less_healthy,1,3.3
x,579,8.56,M,8,6_MM_older,1,less_healthy,2,7.7
x,580,8.77,F,8,6_MM_older,1,less_healthy,1,1
x,583,8.57,M,7,6_MM_older,1,less_healthy,1,7.4
x,586,9.05,F,6,6_MM_older,1,less_healthy,5,38.6
x,588,9.41,F,9,6_MM_older,1,less_healthy,4,28.1
x,591,9.72,F,8,6_MM_older,1,less_healthy,1,0.4
x,593,8.34,M,6,6_MM_older,1,less_healthy,2,21.6
x,594,9.45,M,8,6_MM_older,1,less_healthy,1,2
x,595,8.38,F,8,6_MM_older,1,less_healthy,1,7.4
x,597,9.9,F,7,6_MM_older,1,less_healthy,0,0
x,601,8.59,M,5,6_MM_older,1,less_healthy,7,30.6
x,603,9.04,F,3,6_MM_older,1,less_healthy,1,7.4
x,606,9.85,M,9,6_MM_older,1,less_healthy,5,47.3
x,608,9.24,M,9,6_MM_older,1,less_healthy,1,3.5
x,612,8.39,F,8,6_MM_older,1,less_healthy,2,6.7
x,616,8.36,M,9,6_MM_older,1,less_healthy,3,10.1
x,622,9.53,F,6,6_MM_older,1,less_healthy,1,2.7
x,624,8.6,M,9,6_MM_older,1,less_healthy,1,3.2
x,625,8.05,F,5,6_MM_older,1,less_healthy,1,0.9
x,631,9.92,M,7,6_MM_older,1,less_healthy,1,0.6
x,632,9.88,F,,6_MM_older,1,less_healthy,0,0.1
x,633,9.57,F,8,6_MM_older,1,less_healthy,3,16.5
x,553,8.16,F,9,6_MM_older,2,healthier,5,25
x,556,9.5,F,,6_MM_older,2,healthier,1,5.3
x,558,8.6,M,6,6_MM_older,2,healthier,1,0.1
x,560,8.83,F,6,6_MM_older,2,healthier,1,6.8
x,562,8.55,M,9,6_MM_older,2,healthier,1,3
x,564,8.34,F,5,6_MM_older,2,healthier,10,50.2
x,565,9.75,M,5,6_MM_older,2,healthier,11,53.6
x,566,8.3,M,7,6_MM_older,2,healthier,0,0
x,569,8.49,M,6,6_MM_older,2,healthier,5,47.4
x,573,9.21,M,8,6_MM_older,2,healthier,4,13.6
x,574,9.5,F,8,6_MM_older,2,healthier,9,44.1
x,579,8.56,M,8,6_MM_older,2,healthier,9,52.1
x,580,8.77,F,8,6_MM_older,2,healthier,1,4
x,583,8.57,M,7,6_MM_older,2,healthier,5,24.8
x,586,9.05,F,6,6_MM_older,2,healthier,7,49.7
x,588,9.41,F,9,6_MM_older,2,healthier,5,47.9
x,591,9.72,F,8,6_MM_older,2,healthier,1,0.2
x,593,8.34,M,6,6_MM_older,2,healthier,7,49.8
x,594,9.45,M,8,6_MM_older,2,healthier,15,48
x,595,8.38,F,8,6_MM_older,2,healthier,1,9.6
x,597,9.9,F,7,6_MM_older,2,healthier,6,39.1
x,601,8.59,M,5,6_MM_older,2,healthier,7,39.8
x,603,9.04,F,3,6_MM_older,2,healthier,8,40.9
x,606,9.85,M,9,6_MM_older,2,healthier,4,37.6
x,608,9.24,M,9,6_MM_older,2,healthier,3,11.8
x,612,8.39,F,8,6_MM_older,2,healthier,11,48.9
x,616,8.36,M,9,6_MM_older,2,healthier,5,22.7
x,622,9.53,F,6,6_MM_older,2,healthier,4,27.7
x,624,8.6,M,9,6_MM_older,2,healthier,3,1.8
x,625,8.05,F,5,6_MM_older,2,healthier,2,3.6
x,631,9.92,M,7,6_MM_older,2,healthier,1,0.5
x,632,9.88,F,,6_MM_older,2,healthier,3,7.3
x,633,9.57,F,8,6_MM_older,2,healthier,5,25.3
x,553,8.16,F,9,6_MM_older,2,less_healthy,2,10.8
x,556,9.5,F,,6_MM_older,2,less_healthy,1,4.4
x,558,8.6,M,6,6_MM_older,2,less_healthy,1,0.3
x,560,8.83,F,6,6_MM_older,2,less_healthy,1,6.5
x,562,8.55,M,9,6_MM_older,2,less_healthy,2,5
x,564,8.34,F,5,6_MM_older,2,less_healthy,2,18.7
